Order_ID,Order_Date,Customer_ID,State,City,Category,Product,Quantity,Unit_Price,Discount_%,Sales,Profit,Payment_Method
100987,2024-12-18,CUST1010,Haryana,Gurugram,Furniture,Chair,3,3500,0.0,10500.0,1867.6,Net Banking
100988,2023-08-01,CUST1060,Haryana,Gurugram,Home,Mixer,5,2800,20.0,11200.0,1850.92,Card
100989,2024-08-11,CUST1105,Karnataka,Bengaluru,Furniture,Chair,5,3500,15.0,14875.0,2907.39,Card
100990,2024-07-11,CUST1087,Gujarat,Surat,Electronics,Keyboard,1,1200,0.0,1200.0,50.4,Net Banking
100991,2024-03-31,CUST1071,Haryana,Gurugram,Electronics,Mouse,3,700,0.0,2100.0,178.38,Wallet
100992,2024-11-09,CUST1022,Karnataka,Bengaluru,Home,Cookware,3,4500,20.0,10800.0,2232.43,Card
100993,2023-08-10,CUST1183,Maharashtra,Mumbai,Electronics,Mouse,2,700,10.0,1260.0,-5.96,Cash
100994,2024-10-27,CUST1083,Gujarat,Surat,Furniture,Sofa,5,25000,15.0,106250.0,15770.2,Net Banking
100995,2025-01-20,CUST1137,Delhi,Delhi,Home,Mixer,3,2800,15.0,7140.0,1346.25,Card
100996,2023-11-20,CUST1222,Delhi,Delhi,Clothing,Jacket,5,3500,20.0,14000.0,4060.29,Net Banking
100997,2024-02-21,CUST1033,Gujarat,Ahmedabad,Electronics,Mouse,1,700,10.0,630.0,-200.29,Cash
100998,2023-04-11,CUST1193,Delhi,Delhi,Electronics,Keyboard,3,1200,10.0,3240.0,539.66,Card
100999,2025-04-06,CUST1250,Haryana,Gurugram,Home,Mixer,1,2800,5.0,2660.0,217.03,UPI
101000,2023-02-19,CUST1087,Haryana,Gurugram,Clothing,Jacket,5,3500,10.0,15750.0,4716.64,Cash
101001,2023-05-11,CUST1132,Haryana,Gurugram,Home,Mixer,3,2800,20.0,6720.0,1079.41,UPI
101002,2025-01-12,CUST1189,Tamil Nadu,Chennai,Furniture,Sofa,2,25000,5.0,47500.0,7051.21,Card
101003,2024-05-29,CUST1146,Uttar Pradesh,Lucknow,Home,Cookware,4,4500,5.0,17100.0,3694.69,Cash
101004,2023-11-17,CUST1046,Gujarat,Surat,Home,Cookware,2,4500,10.0,8100.0,1711.07,UPI
101005,2023-10-20,CUST1283,Madhya Pradesh,Indore,Electronics,Mouse,1,700,5.0,665.0,78.19,Net Banking
101006,2024-11-24,CUST1272,Uttar Pradesh,Lucknow,Electronics,Monitor,5,12000,5.0,57000.0,9978.24,UPI
101007,2025-02-06,CUST1176,Rajasthan,Kota,Home,Mixer,5,2800,5.0,13300.0,2293.83,Card
101008,2025-05-09,CUST1068,Maharashtra,Mumbai,Electronics,Monitor,2,12000,20.0,19200.0,3372.19,Wallet
101009,2023-04-26,CUST1173,Tamil Nadu,Chennai,Clothing,T-Shirt,4,800,15.0,2720.0,734.02,Card
101010,2025-01-25,CUST1291,Punjab,Ludhiana,Electronics,Keyboard,3,1200,15.0,3060.0,527.32,Net Banking
101011,2023-01-07,CUST1235,Uttar Pradesh,Lucknow,Furniture,Desk,5,8000,0.0,40000.0,8724.13,Cash
101012,2023-01-10,CUST1051,Karnataka,Bengaluru,Clothing,Jeans,1,1800,0.0,1800.0,309.07,Net Banking
101013,2024-05-14,CUST1003,Haryana,Gurugram,Home,Mixer,1,2800,20.0,2240.0,213.18,Card
101014,2023-07-06,CUST1274,Karnataka,Bengaluru,Clothing,T-Shirt,4,800,15.0,2720.0,737.98,Cash
101015,2023-01-06,CUST1183,Delhi,Delhi,Electronics,Monitor,4,12000,5.0,45600.0,7821.81,Card
101016,2023-12-06,CUST1016,Delhi,Delhi,Electronics,Mouse,3,700,0.0,2100.0,285.52,Card
101017,2025-03-30,CUST1065,Tamil Nadu,Chennai,Furniture,Desk,3,8000,0.0,24000.0,4982.44,Cash
101018,2023-05-10,CUST1079,Gujarat,Ahmedabad,Home,Cookware,4,4500,5.0,17100.0,3697.28,Cash
101019,2023-10-24,CUST1144,Tamil Nadu,Chennai,Electronics,Mouse,1,700,10.0,630.0,-87.95,Net Banking
101020,2025-02-24,CUST1058,Delhi,Delhi,Electronics,Monitor,2,12000,20.0,19200.0,3293.74,Cash
101021,2024-05-29,CUST1092,Uttar Pradesh,Lucknow,Furniture,Sofa,4,25000,5.0,95000.0,13884.48,Card
101022,2023-07-16,CUST1074,Tamil Nadu,Chennai,Furniture,Chair,1,3500,5.0,3325.0,491.76,Net Banking
101023,2024-12-17,CUST1118,Tamil Nadu,Chennai,Electronics,Mouse,1,700,0.0,700.0,-111.24,Card
101024,2023-11-08,CUST1056,Haryana,Gurugram,Clothing,Jeans,4,1800,0.0,7200.0,1820.26,Cash
101025,2023-07-06,CUST1020,Maharashtra,Pune,Clothing,Jeans,3,1800,15.0,4590.0,924.2,UPI
101026,2023-04-14,CUST1220,Uttar Pradesh,Lucknow,Electronics,Keyboard,2,1200,10.0,2160.0,16.38,Card
101027,2023-01-14,CUST1282,Punjab,Ludhiana,Clothing,Jeans,3,1800,10.0,4860.0,1364.4,Card
101028,2023-10-10,CUST1107,Haryana,Gurugram,Clothing,Jeans,3,1800,20.0,4320.0,1138.79,Wallet
101029,2024-11-01,CUST1097,Madhya Pradesh,Indore,Home,Mixer,1,2800,5.0,2660.0,463.53,Card
101030,2024-04-30,CUST1103,Madhya Pradesh,Indore,Home,Mixer,1,2800,20.0,2240.0,262.34,Wallet
101031,2025-02-16,CUST1286,Tamil Nadu,Chennai,Furniture,Chair,2,3500,5.0,6650.0,878.79,Cash
101032,2024-05-30,CUST1011,Gujarat,Surat,Clothing,Jeans,1,1800,15.0,1530.0,220.45,Card
101033,2024-12-11,CUST1097,Rajasthan,Jaipur,Clothing,Jacket,2,3500,10.0,6300.0,1608.52,Net Banking
101034,2024-06-05,CUST1196,Gujarat,Ahmedabad,Home,Cookware,5,4500,20.0,18000.0,4073.01,Wallet
101035,2024-08-08,CUST1111,Maharashtra,Mumbai,Home,Fan,5,2200,10.0,9900.0,1730.38,Wallet
101036,2023-10-31,CUST1137,Punjab,Ludhiana,Electronics,Monitor,5,12000,20.0,48000.0,8206.39,Wallet
101037,2024-10-16,CUST1075,Haryana,Gurugram,Electronics,Mouse,2,700,0.0,1400.0,168.67,Cash
101038,2023-12-22,CUST1188,Maharashtra,Mumbai,Furniture,Desk,1,8000,5.0,7600.0,1621.37,Cash
101039,2023-02-28,CUST1005,Madhya Pradesh,Indore,Electronics,Keyboard,2,1200,15.0,2040.0,252.71,Cash
101040,2025-06-07,CUST1298,Punjab,Ludhiana,Furniture,Sofa,3,25000,5.0,71250.0,10395.68,UPI
101041,2023-08-14,CUST1166,Haryana,Gurugram,Home,Cookware,3,4500,20.0,10800.0,2174.42,Cash
101042,2024-03-20,CUST1188,Uttar Pradesh,Lucknow,Furniture,Sofa,4,25000,5.0,95000.0,13871.58,Card
101043,2023-06-30,CUST1096,Uttar Pradesh,Lucknow,Home,Mixer,4,2800,5.0,10640.0,1710.98,Wallet
101044,2023-07-01,CUST1201,Rajasthan,Kota,Home,Cookware,2,4500,10.0,8100.0,1820.69,Wallet
101045,2024-10-22,CUST1206,Tamil Nadu,Chennai,Furniture,Chair,2,3500,0.0,7000.0,1145.24,UPI
101046,2023-04-23,CUST1006,Gujarat,Surat,Furniture,Sofa,1,25000,20.0,20000.0,2777.2,UPI
101047,2023-01-10,CUST1054,Delhi,Delhi,Furniture,Chair,1,3500,10.0,3150.0,223.42,Wallet
101048,2024-03-30,CUST1083,Delhi,Delhi,Clothing,Jacket,1,3500,5.0,3325.0,672.15,Cash
101049,2023-05-07,CUST1010,Rajasthan,Kota,Clothing,Jeans,2,1800,5.0,3420.0,693.63,UPI
101050,2023-08-18,CUST1012,Tamil Nadu,Chennai,Electronics,Keyboard,1,1200,20.0,960.0,160.66,Card
101051,2024-12-01,CUST1196,Punjab,Ludhiana,Home,Fan,2,2200,10.0,3960.0,248.04,UPI
101052,2024-09-22,CUST1170,Gujarat,Surat,Home,Mixer,1,2800,5.0,2660.0,321.21,UPI
101053,2023-12-09,CUST1092,Delhi,Delhi,Clothing,T-Shirt,1,800,20.0,640.0,-18.88,Net Banking
101054,2023-10-05,CUST1255,Punjab,Ludhiana,Furniture,Sofa,3,25000,20.0,60000.0,8556.07,Cash
101055,2024-02-04,CUST1228,Delhi,Delhi,Clothing,Jacket,1,3500,0.0,3500.0,925.88,Net Banking
101056,2023-05-11,CUST1093,Punjab,Ludhiana,Electronics,Laptop,5,55000,15.0,233750.0,41984.3,Net Banking
101057,2024-10-13,CUST1170,Uttar Pradesh,Lucknow,Clothing,Jeans,4,1800,15.0,6120.0,1515.22,Card
101058,2025-04-21,CUST1117,Uttar Pradesh,Lucknow,Furniture,Desk,4,8000,20.0,25600.0,5342.39,Net Banking
101059,2023-01-03,CUST1104,Maharashtra,Mumbai,Electronics,Monitor,5,12000,20.0,48000.0,8484.16,UPI
101060,2024-01-05,CUST1071,Gujarat,Ahmedabad,Clothing,Jacket,4,3500,5.0,13300.0,3795.89,Cash
101061,2023-02-27,CUST1070,Maharashtra,Mumbai,Home,Mixer,5,2800,15.0,11900.0,1957.48,UPI
101062,2024-11-09,CUST1297,Karnataka,Bengaluru,Furniture,Desk,1,8000,15.0,6800.0,1130.37,UPI
101063,2023-09-08,CUST1039,Delhi,Delhi,Home,Cookware,2,4500,0.0,9000.0,2046.43,UPI
101064,2025-01-09,CUST1172,Delhi,Delhi,Home,Mixer,2,2800,15.0,4760.0,690.42,Net Banking
101065,2023-06-27,CUST1257,Rajasthan,Jaipur,Electronics,Keyboard,1,1200,5.0,1140.0,-71.08,Card
101066,2024-05-28,CUST1156,Haryana,Gurugram,Electronics,Monitor,4,12000,15.0,40800.0,6880.38,Card
101067,2023-05-09,CUST1108,Haryana,Gurugram,Home,Mixer,3,2800,0.0,8400.0,1189.93,Net Banking
101068,2024-04-24,CUST1244,Haryana,Gurugram,Electronics,Mouse,4,700,5.0,2660.0,247.55,Cash
101069,2023-04-22,CUST1053,Karnataka,Bengaluru,Home,Fan,2,2200,0.0,4400.0,654.37,UPI
101070,2023-04-20,CUST1033,Maharashtra,Pune,Clothing,Jacket,3,3500,0.0,10500.0,3236.76,Card
101071,2023-03-29,CUST1291,Maharashtra,Mumbai,Electronics,Keyboard,2,1200,20.0,1920.0,264.25,Wallet
101072,2023-01-09,CUST1182,Karnataka,Bengaluru,Electronics,Monitor,1,12000,0.0,12000.0,1685.42,Cash
101073,2024-12-20,CUST1049,Tamil Nadu,Chennai,Home,Cookware,2,4500,10.0,8100.0,1455.77,Cash
101074,2025-03-26,CUST1195,Haryana,Gurugram,Home,Cookware,5,4500,0.0,22500.0,5339.34,Net Banking
101075,2023-04-06,CUST1118,Uttar Pradesh,Lucknow,Electronics,Keyboard,2,1200,5.0,2280.0,53.26,Card
101076,2023-05-15,CUST1173,Haryana,Gurugram,Furniture,Sofa,2,25000,20.0,40000.0,5748.63,Cash
101077,2024-09-17,CUST1038,Tamil Nadu,Chennai,Clothing,Jacket,4,3500,0.0,14000.0,4336.03,Card
101078,2024-04-10,CUST1160,Punjab,Ludhiana,Home,Mixer,1,2800,5.0,2660.0,257.49,Card
101079,2023-03-14,CUST1091,Madhya Pradesh,Indore,Clothing,T-Shirt,1,800,10.0,720.0,42.98,Net Banking
101080,2024-05-14,CUST1020,Delhi,Delhi,Clothing,Jeans,3,1800,15.0,4590.0,889.74,Cash
101081,2025-05-15,CUST1160,Delhi,Delhi,Clothing,Jeans,4,1800,20.0,5760.0,1512.97,Cash
101082,2024-10-21,CUST1029,Punjab,Ludhiana,Electronics,Monitor,5,12000,15.0,51000.0,8850.72,Card
101083,2025-05-24,CUST1037,Tamil Nadu,Chennai,Electronics,Mouse,1,700,10.0,630.0,-149.06,Card
101084,2025-04-17,CUST1238,Uttar Pradesh,Lucknow,Home,Fan,1,2200,10.0,1980.0,17.28,UPI
101085,2023-03-08,CUST1162,Tamil Nadu,Chennai,Electronics,Mouse,1,700,15.0,595.0,-81.93,Cash
101086,2023-06-09,CUST1240,Punjab,Ludhiana,Home,Mixer,4,2800,0.0,11200.0,2172.77,Card
101087,2025-04-07,CUST1185,Madhya Pradesh,Indore,Furniture,Desk,5,8000,0.0,40000.0,8721.92,Net Banking
101088,2024-10-12,CUST1090,Rajasthan,Kota,Home,Mixer,1,2800,5.0,2660.0,360.57,UPI
101089,2024-04-07,CUST1214,Gujarat,Surat,Furniture,Chair,3,3500,15.0,8925.0,1341.8,Wallet
101090,2024-03-14,CUST1175,Rajasthan,Jaipur,Furniture,Sofa,3,25000,5.0,71250.0,10234.77,Cash
101091,2025-03-13,CUST1082,Uttar Pradesh,Lucknow,Furniture,Chair,3,3500,15.0,8925.0,1494.02,Net Banking
101092,2024-11-14,CUST1296,Rajasthan,Jaipur,Clothing,Jacket,5,3500,15.0,14875.0,4674.99,Wallet
101093,2024-05-26,CUST1162,Delhi,Delhi,Furniture,Desk,3,8000,0.0,24000.0,4809.78,UPI
101094,2024-10-16,CUST1296,Uttar Pradesh,Lucknow,Home,Fan,5,2200,0.0,11000.0,1644.57,UPI
101095,2023-08-10,CUST1178,Haryana,Gurugram,Electronics,Mouse,2,700,15.0,1190.0,-22.92,Card
101096,2023-11-11,CUST1257,Karnataka,Bengaluru,Furniture,Sofa,5,25000,0.0,125000.0,18692.71,UPI
101097,2024-07-09,CUST1218,Tamil Nadu,Chennai,Home,Cookware,4,4500,15.0,15300.0,3463.5,Wallet
101098,2024-09-01,CUST1083,Tamil Nadu,Chennai,Clothing,T-Shirt,2,800,15.0,1360.0,346.4,Wallet
101099,2025-04-05,CUST1053,Punjab,Ludhiana,Home,Fan,3,2200,15.0,5610.0,511.89,UPI
101100,2024-05-30,CUST1297,Madhya Pradesh,Indore,Electronics,Monitor,1,12000,15.0,10200.0,1500.91,UPI
101101,2025-05-26,CUST1240,Uttar Pradesh,Lucknow,Clothing,Jeans,2,1800,5.0,3420.0,924.47,UPI
101102,2024-06-03,CUST1145,Rajasthan,Kota,Clothing,Jeans,4,1800,15.0,6120.0,1434.01,Cash
101103,2023-01-27,CUST1078,Rajasthan,Kota,Clothing,Jeans,4,1800,5.0,6840.0,1987.3,Cash
101104,2024-02-05,CUST1098,Tamil Nadu,Chennai,Clothing,Jeans,2,1800,20.0,2880.0,563.92,Wallet
101105,2023-06-27,CUST1206,Delhi,Delhi,Home,Mixer,5,2800,15.0,11900.0,1890.19,Cash
101106,2025-03-14,CUST1200,Delhi,Delhi,Furniture,Desk,2,8000,0.0,16000.0,3185.85,Cash
101107,2024-10-05,CUST1078,Gujarat,Ahmedabad,Furniture,Desk,2,8000,0.0,16000.0,3273.16,UPI
101108,2024-10-30,CUST1113,Uttar Pradesh,Lucknow,Electronics,Monitor,1,12000,5.0,11400.0,1918.05,Cash
101109,2023-05-28,CUST1011,Punjab,Ludhiana,Furniture,Sofa,2,25000,15.0,42500.0,6201.27,Wallet
101110,2023-09-26,CUST1092,Gujarat,Ahmedabad,Electronics,Laptop,4,55000,20.0,176000.0,31566.17,UPI
101111,2023-01-23,CUST1211,Tamil Nadu,Chennai,Electronics,Monitor,3,12000,5.0,34200.0,5885.03,UPI
101112,2024-10-10,CUST1230,Tamil Nadu,Chennai,Home,Cookware,1,4500,5.0,4275.0,575.63,Card
101113,2023-12-18,CUST1177,Madhya Pradesh,Indore,Furniture,Desk,1,8000,5.0,7600.0,1569.26,Net Banking
101114,2024-07-02,CUST1011,Gujarat,Ahmedabad,Electronics,Mouse,5,700,10.0,3150.0,464.75,Wallet
101115,2023-08-14,CUST1042,Maharashtra,Mumbai,Furniture,Chair,3,3500,0.0,10500.0,1902.61,Card
101116,2024-10-29,CUST1150,Gujarat,Surat,Clothing,Jeans,4,1800,5.0,6840.0,1683.36,Net Banking
101117,2024-12-04,CUST1143,Maharashtra,Pune,Home,Fan,5,2200,15.0,9350.0,1555.17,Net Banking
101118,2024-03-09,CUST1139,Uttar Pradesh,Lucknow,Electronics,Keyboard,2,1200,5.0,2280.0,54.31,Cash
101119,2024-10-09,CUST1032,Madhya Pradesh,Indore,Electronics,Monitor,4,12000,5.0,45600.0,7989.72,Net Banking
101120,2025-04-26,CUST1271,Madhya Pradesh,Indore,Furniture,Chair,5,3500,10.0,15750.0,2967.94,Cash
101121,2024-01-02,CUST1125,Karnataka,Bengaluru,Home,Mixer,1,2800,5.0,2660.0,126.1,UPI
101122,2023-11-23,CUST1005,Delhi,Delhi,Furniture,Sofa,3,25000,10.0,67500.0,10019.96,Cash
101123,2024-09-08,CUST1108,Maharashtra,Mumbai,Furniture,Desk,5,8000,10.0,36000.0,7696.48,Wallet
101124,2024-10-23,CUST1215,Madhya Pradesh,Indore,Furniture,Chair,5,3500,10.0,15750.0,2841.72,Net Banking
101125,2023-10-09,CUST1215,Rajasthan,Kota,Clothing,Jeans,2,1800,5.0,3420.0,751.61,UPI
101126,2023-01-22,CUST1145,Karnataka,,Electronics,Monitor,2,12000,,19200.0,,
101127,2024-06-24,CUST1020,Tamil Nadu,Chennai,Electronics,Monitor,3,12000,5.0,34200.0,5702.88,Cash
101128,2025-02-10,CUST1177,Tamil Nadu,Chennai,Electronics,Laptop,4,55000,0.0,220000.0,39426.4,Net Banking
101129,2024-04-10,CUST1252,Rajasthan,Kota,Electronics,Keyboard,4,1200,20.0,3840.0,660.5,UPI
101130,2023-05-23,CUST1053,Maharashtra,Mumbai,Clothing,Jacket,1,3500,0.0,3500.0,698.54,Cash
101131,2024-07-04,CUST1002,Maharashtra,Pune,Home,Mixer,2,2800,0.0,5600.0,702.73,UPI
101132,2024-12-05,CUST1194,Punjab,Ludhiana,Clothing,T-Shirt,1,800,0.0,800.0,111.32,Cash
101133,2023-06-01,CUST1299,Gujarat,Ahmedabad,Furniture,Chair,5,3500,15.0,14875.0,2781.3,Net Banking
101134,2024-11-08,CUST1250,Haryana,Gurugram,Home,Cookware,1,4500,20.0,3600.0,553.95,Cash
101135,2024-12-29,CUST1042,Gujarat,Surat,Clothing,Jacket,4,3500,5.0,13300.0,3861.21,Cash
101136,2023-01-14,CUST1110,Gujarat,Surat,Furniture,Sofa,2,25000,0.0,50000.0,7422.88,Net Banking
101137,2025-02-18,CUST1270,Karnataka,Bengaluru,Home,Mixer,4,2800,0.0,11200.0,1823.7,Wallet
101138,2023-08-13,CUST1186,Haryana,Gurugram,Clothing,Jeans,4,1800,5.0,6840.0,1590.64,Net Banking
101139,2024-03-09,CUST1084,Tamil Nadu,Chennai,Home,Cookware,5,4500,5.0,21375.0,5049.11,Cash
101140,2024-04-16,CUST1095,Gujarat,Ahmedabad,Electronics,Mouse,4,700,0.0,2800.0,642.54,Cash
101141,2024-07-17,CUST1043,Karnataka,Bengaluru,Electronics,Monitor,5,12000,15.0,51000.0,9076.75,Cash
101142,2023-02-24,CUST1225,Haryana,Gurugram,Home,Mixer,2,2800,15.0,4760.0,673.43,Cash
101143,2024-02-17,CUST1090,Tamil Nadu,Chennai,Clothing,T-Shirt,1,800,15.0,680.0,55.7,Wallet
101144,2023-02-21,CUST1127,Haryana,Gurugram,Clothing,Jacket,5,3500,15.0,14875.0,4660.87,UPI
101145,2024-06-28,CUST1051,Madhya Pradesh,Indore,Furniture,Chair,1,3500,0.0,3500.0,542.55,Cash
101146,2025-04-23,CUST1137,Tamil Nadu,Chennai,Furniture,Sofa,4,25000,15.0,85000.0,12601.05,Net Banking
101147,2023-04-07,CUST1094,Punjab,Ludhiana,Furniture,Chair,2,3500,10.0,6300.0,879.75,Wallet
101148,2023-06-20,CUST1095,Delhi,Delhi,Home,Cookware,3,4500,5.0,12825.0,2721.35,Cash
101149,2023-09-28,CUST1039,Tamil Nadu,Chennai,Home,Mixer,1,2800,15.0,2380.0,416.63,Card
101150,2024-04-28,CUST1056,Rajasthan,Kota,Electronics,Keyboard,4,1200,20.0,3840.0,401.85,UPI
101151,2025-03-04,CUST1048,Haryana,Gurugram,Electronics,Keyboard,2,1200,20.0,1920.0,32.65,UPI
101152,2023-09-21,CUST1249,Uttar Pradesh,Lucknow,Clothing,Jacket,3,3500,15.0,8925.0,2360.59,Cash
101153,2025-03-04,CUST1247,Punjab,Ludhiana,Clothing,Jeans,1,1800,10.0,1620.0,34.88,UPI
101154,2024-11-06,CUST1072,Delhi,Delhi,Clothing,Jacket,5,3500,0.0,17500.0,5164.68,Cash
101155,2023-04-02,CUST1099,Tamil Nadu,Chennai,Home,Mixer,2,2800,20.0,4480.0,753.16,Net Banking
101156,2024-11-26,CUST1178,Haryana,Gurugram,Electronics,Keyboard,5,1200,15.0,5100.0,952.61,Cash
101157,2024-06-16,CUST1175,Punjab,Ludhiana,Home,Cookware,4,4500,10.0,16200.0,3819.51,Wallet
101158,2023-01-09,CUST1255,Karnataka,Bengaluru,Electronics,Monitor,4,12000,20.0,38400.0,6812.41,Card
101159,2023-10-23,CUST1033,Punjab,Ludhiana,Home,Cookware,2,4500,20.0,7200.0,1541.36,Cash
101160,2023-11-10,CUST1002,Punjab,Ludhiana,Electronics,Monitor,1,12000,5.0,11400.0,1978.06,Net Banking
101161,2023-10-18,CUST1257,Punjab,Ludhiana,Clothing,Jacket,1,3500,0.0,3500.0,912.4,Wallet
101162,2023-03-24,CUST1148,Maharashtra,Pune,Furniture,Chair,3,3500,5.0,9975.0,1681.65,Card
101163,2023-04-11,CUST1133,Tamil Nadu,Chennai,Electronics,Monitor,3,12000,5.0,34200.0,5926.4,Cash
101164,2023-07-24,CUST1128,Karnataka,Bengaluru,Clothing,T-Shirt,5,800,15.0,3400.0,832.51,Card
101165,2024-10-05,CUST1236,Punjab,Ludhiana,Home,Cookware,2,4500,10.0,8100.0,1760.2,Wallet
101166,2024-05-30,CUST1183,Delhi,Delhi,Furniture,Desk,4,8000,0.0,32000.0,6677.64,Net Banking
101167,2024-07-26,CUST1013,Tamil Nadu,Chennai,Clothing,Jeans,4,1800,15.0,6120.0,1773.55,Net Banking
101168,2024-07-10,CUST1289,Maharashtra,Pune,Electronics,Mouse,5,700,10.0,3150.0,680.23,Cash
101169,2025-06-14,CUST1265,Rajasthan,Kota,Electronics,Monitor,2,12000,15.0,20400.0,3258.63,Net Banking
101170,2025-04-21,CUST1148,Gujarat,Surat,Electronics,Laptop,1,55000,10.0,49500.0,8592.55,Wallet
101171,2024-06-12,CUST1073,Gujarat,Ahmedabad,Home,Cookware,3,4500,0.0,13500.0,2874.29,Wallet
101172,2023-01-07,CUST1248,Punjab,Ludhiana,Home,Mixer,2,2800,5.0,5320.0,690.39,Wallet
101173,2023-09-11,CUST1104,Delhi,Delhi,Furniture,Chair,1,3500,0.0,3500.0,416.08,UPI
101174,2023-11-04,CUST1207,Tamil Nadu,Chennai,Home,Mixer,5,2800,15.0,11900.0,1913.28,Net Banking
101175,2024-09-23,CUST1063,Madhya Pradesh,Indore,Furniture,Chair,5,3500,10.0,15750.0,2713.31,Net Banking
101176,2025-01-29,CUST1279,Delhi,Delhi,Furniture,Sofa,1,25000,5.0,23750.0,3435.65,Card
101177,2023-10-09,CUST1200,Gujarat,Surat,Home,Fan,3,2200,10.0,5940.0,853.9,Net Banking
101178,2023-05-04,CUST1288,Delhi,Delhi,Electronics,Monitor,4,12000,15.0,40800.0,7166.46,Net Banking
101179,2023-12-30,CUST1071,Uttar Pradesh,Lucknow,Electronics,Keyboard,1,1200,20.0,960.0,-247.45,Net Banking
101180,2024-12-24,CUST1268,Karnataka,Bengaluru,Home,Fan,1,2200,5.0,2090.0,169.22,Net Banking
101181,2025-05-29,CUST1071,Madhya Pradesh,Indore,Electronics,Mouse,2,700,10.0,1260.0,58.23,Cash
101182,2023-07-04,CUST1294,Tamil Nadu,Chennai,Clothing,Jeans,1,1800,15.0,1530.0,136.37,Wallet
101183,2025-04-29,CUST1206,Madhya Pradesh,Indore,Clothing,T-Shirt,3,800,20.0,1920.0,358.98,UPI
101184,2024-11-26,CUST1243,Gujarat,Ahmedabad,Electronics,Laptop,2,55000,5.0,104500.0,18535.25,Cash
101185,2024-03-06,CUST1032,Delhi,Delhi,Furniture,Sofa,2,25000,0.0,50000.0,7109.88,UPI
101186,2025-05-10,CUST1015,Uttar Pradesh,Lucknow,Clothing,T-Shirt,1,800,0.0,800.0,-42.94,Card
101187,2024-05-17,CUST1224,Delhi,Delhi,Clothing,T-Shirt,4,800,15.0,2720.0,813.93,Cash
101188,2023-01-25,CUST1049,Haryana,Gurugram,Furniture,Chair,2,3500,15.0,5950.0,1101.29,Card
101189,2024-11-29,CUST1270,Tamil Nadu,Chennai,Electronics,Mouse,1,700,10.0,630.0,-45.82,Net Banking
101190,2024-07-26,CUST1070,Haryana,Gurugram,Furniture,Chair,5,3500,15.0,14875.0,2764.58,UPI
101191,2024-06-13,CUST1152,Madhya Pradesh,Indore,Home,Fan,4,2200,0.0,8800.0,1476.76,UPI
101192,2025-04-21,CUST1148,Madhya Pradesh,Indore,Electronics,Monitor,2,12000,0.0,24000.0,4259.86,Cash
101193,2024-08-12,CUST1123,Delhi,Delhi,Home,Cookware,3,4500,0.0,13500.0,3156.35,Wallet
101194,2023-09-27,CUST1015,Haryana,Gurugram,Clothing,Jeans,5,1800,0.0,9000.0,2387.75,UPI
101195,2024-07-14,CUST1168,Karnataka,Bengaluru,Clothing,Jeans,3,1800,5.0,5130.0,1426.32,UPI
101196,2023-03-14,CUST1213,Madhya Pradesh,Indore,Furniture,Desk,1,8000,20.0,6400.0,1202.37,Wallet
101197,2024-06-03,CUST1115,Rajasthan,Jaipur,Electronics,Monitor,2,12000,10.0,21600.0,3821.98,Cash
101198,2025-03-11,CUST1100,Rajasthan,Jaipur,Home,Fan,3,2200,5.0,6270.0,1066.74,Wallet
101199,2024-01-22,CUST1064,Uttar Pradesh,Lucknow,Home,Cookware,1,4500,20.0,3600.0,639.79,Net Banking
101200,2024-01-12,CUST1180,Uttar Pradesh,Lucknow,Home,Cookware,2,4500,0.0,9000.0,1706.28,Card
101201,2023-08-21,CUST1211,Maharashtra,Mumbai,Clothing,Jeans,1,1800,5.0,1710.0,198.12,Wallet
101202,2023-07-04,CUST1144,Gujarat,Ahmedabad,Electronics,Laptop,2,55000,0.0,110000.0,19692.98,UPI
101203,2024-05-05,CUST1062,Punjab,Ludhiana,Clothing,Jeans,5,1800,5.0,8550.0,2242.24,UPI
101204,2025-05-29,CUST1112,Uttar Pradesh,Lucknow,Electronics,Keyboard,5,1200,5.0,5700.0,800.06,Net Banking
101205,2024-07-08,CUST1257,Maharashtra,Pune,Clothing,Jeans,5,1800,10.0,8100.0,2236.51,UPI
101206,2023-05-21,CUST1266,Uttar Pradesh,Lucknow,Electronics,Keyboard,4,1200,20.0,3840.0,759.5,Card
101207,2025-03-17,CUST1072,Gujarat,Surat,Clothing,Jacket,5,3500,5.0,16625.0,4943.79,UPI
101208,2023-02-04,CUST1138,Gujarat,Ahmedabad,Furniture,Sofa,4,25000,15.0,85000.0,12475.49,Cash
101209,2025-06-02,CUST1195,Punjab,Ludhiana,Home,Fan,1,2200,0.0,2200.0,123.09,Net Banking
101210,2024-06-29,CUST1026,Tamil Nadu,Chennai,Home,Mixer,2,2800,5.0,5320.0,717.03,Cash
101211,2024-08-28,CUST1110,Karnataka,Bengaluru,Electronics,Keyboard,1,1200,20.0,960.0,-203.41,UPI
101212,2024-07-20,CUST1198,Tamil Nadu,Chennai,Clothing,Jacket,5,3500,15.0,14875.0,4346.67,Cash
101213,2024-01-26,CUST1239,Haryana,Gurugram,Home,Fan,5,2200,20.0,8800.0,1460.85,Card
101214,2023-10-30,CUST1172,Gujarat,Ahmedabad,Furniture,Chair,3,3500,10.0,9450.0,1492.9,Wallet
101215,2025-03-12,CUST1006,Karnataka,Bengaluru,Home,Mixer,5,2800,10.0,12600.0,2173.35,UPI
